timestamp,label
20140213_135915853,knuck
20140213_135916472,pad
20140213_135917062,knuck
20140213_135917553,pad
20140213_135918023,pad
20140213_135918502,knuck
20140213_135919022,knuck
20140213_135919532,pad
20140213_135920033,knuck
20140213_135920512,pad
20140213_135920982,pad
20140213_135921402,pad
20140213_135921933,pad
20140213_135922362,knuck
20140213_135922863,pad
20140213_135923363,knuck
20140213_135923842,knuck
20140213_135924242,pad
20140213_135924774,knuck
20140213_135925253,knuck
20140213_135926303,knuck
20140213_135926833,knuck
20140213_135927353,knuck
20140213_135927923,pad
20140213_135928442,pad
20140213_135928892,pad
20140213_135929363,knuck
20140213_135929792,knuck
20140213_135930297,pad
20140213_135930733,pad
20140213_135931203,pad
20140213_135931613,knuck
20140213_135932102,knuck
20140213_135932453,knuck
20140213_135932933,pad
20140213_135933353,pad
20140213_135933852,pad
20140213_135934263,knuck
20140213_135934723,pad
20140213_135935182,pad
20140213_135935643,pad
20140213_135936053,knuck
20140213_135936672,knuck
20140213_135937463,knuck
20140213_135938263,knuck
20140213_135938734,knuck
20140213_135939262,pad
20140213_135939652,pad
20140213_135940123,knuck
20140213_135940532,pad
20140213_135941113,knuck
20140213_153420315,pad
20140213_153421545,knuck
20140213_153422236,knuck
20140213_153422776,knuck
20140213_153423197,pad
20140213_153423694,knuck
20140213_153424082,knuck
20140213_153424529,pad
20140213_153425010,knuck
20140213_153425633,pad
20140213_153426755,pad
20140213_153427243,pad
20140213_153427589,pad
20140213_153427951,pad
20140213_153428289,pad
20140213_153429106,knuck
20140213_153430017,knuck
20140213_153430775,knuck
20140213_153431129,pad
20140213_153431913,pad
20140213_153433161,knuck
20140213_153433506,knuck
20140213_153433963,pad
20140213_153434644,knuck
20140213_153435235,knuck
20140213_153435909,knuck
20140213_153436416,pad
20140213_153436761,pad
20140213_153437233,pad
20140213_153437715,knuck
20140213_153438911,knuck
20140213_153439442,pad
20140213_153439855,pad
20140213_153440142,knuck
20140213_153440639,pad
20140213_153441289,pad
20140213_153442022,pad
20140213_153442495,pad
20140213_153443009,knuck
20140213_153443449,knuck
20140213_153444696,knuck
20140213_153445024,pad
20140213_153445446,pad
20140213_153445902,knuck
20140213_153446306,pad
20140213_153446812,knuck
20140213_153447125,pad
20140213_153447782,pad
20140213_153448255,pad
20140213_153448718,knuck
20140213_153449984,pad
20140213_153451044,pad
20140213_153452353,pad
20140213_153453124,knuck
20140213_153454224,knuck
20140213_153455204,knuck
20140213_153456314,pad
20140213_153457064,knuck
20140213_153457934,knuck
20140213_153458895,pad
20140213_153500154,knuck
20140213_153500994,knuck
20140213_153501755,knuck
20140213_153502735,pad
20140213_153503694,pad
20140213_153504734,pad
20140213_153505764,knuck
20140213_153506645,knuck
20140213_153507474,pad
20140213_153508444,pad
20140213_153509435,knuck
20140213_153510313,pad
20140213_153511563,knuck
20140213_153512444,pad
20140213_153513134,knuck
20140213_153514005,knuck
20140213_153514654,knuck
20140213_153517673,knuck
20140213_153518605,pad
20140213_153519473,knuck
20140213_153521044,knuck
20140213_153522264,knuck
20140213_153523114,knuck
20140213_153524064,knuck
20140213_153525094,knuck
20140213_153526263,knuck
20140213_153527353,knuck
20140213_153528264,knuck
20140213_153528935,knuck
20140213_153529614,knuck
20140213_153531604,pad
20140213_153532554,pad
20140213_153533393,knuck
20140213_153534594,pad
20140213_153535663,pad
20140213_153536704,pad
20140213_153537664,pad
20140213_153538484,pad
20140213_153539214,pad
20140213_153540104,knuck
20140213_153542104,pad
20140213_153543523,pad
20140213_153544244,knuck
20140213_153544765,knuck
20140213_153545514,pad
20140213_153545964,knuck
20140213_153546884,knuck
20140213_153547404,pad
20140213_153548204,pad
20140213_153548755,knuck
20140213_153549785,knuck
20140213_153550235,knuck
20140213_153551043,knuck
20140213_153551473,pad
20140213_153552363,knuck
20140213_153552794,knuck
20140213_153553894,knuck
20140213_153554315,pad
20140213_153555334,knuck
20140213_153555794,pad
20140213_153556774,knuck
20140213_153557155,pad
20140213_153558803,knuck
20140213_153559373,knuck
20140213_153600105,knuck
20140213_153600574,knuck
20140213_153601633,knuck
20140213_153602274,knuck
20140213_153603064,knuck
20140213_153603485,pad
20140213_153604374,knuck
20140213_153604844,pad
20140213_153605594,knuck
20140213_153606074,pad
20140213_153606943,pad
20140213_153607453,knuck
20140213_153608204,knuck
20140213_153608604,pad
20140213_153609233,knuck
20140213_153609624,knuck
20140213_153610484,pad
20140213_153610914,knuck
20140213_153611684,knuck
20140213_153612173,knuck
20140213_153612814,knuck
20140213_153613293,pad
20140213_153613943,knuck
20140213_153614394,knuck
20140213_153615064,pad
20140213_153615664,pad
20140213_153616415,pad
20140213_153616844,knuck
20140213_153617634,knuck
20140213_153618145,knuck
20140213_153618914,knuck
20140213_153619344,knuck
20140213_153626501,pad
20140213_153627040,knuck
20140213_153627699,pad
20140213_153627992,pad
20140213_153628347,knuck
20140213_153628659,knuck
20140213_153629097,knuck
20140213_153629418,knuck
20140213_153629772,knuck
20140213_153630051,pad
20140213_153630826,pad
20140213_153631272,pad
20140213_153631543,knuck
20140213_153631896,pad
20140213_153632243,pad
20140213_153632782,knuck
20140213_153633018,pad
20140213_153633600,pad
20140213_153633912,pad
20140213_153634165,pad
20140213_153634949,knuck
20140213_153635278,pad
20140213_153635616,pad
20140213_153636070,pad
20140213_153636374,knuck
20140213_153636661,knuck
20140213_153637361,knuck
20140213_153637715,knuck
20140213_153638044,knuck
20140213_153638356,pad
20140213_153639806,knuck
20140213_153640295,pad
20140213_153640640,pad
20140213_153641012,pad
20140213_153641265,knuck
20140213_153641745,knuck
20140213_153642234,knuck
20140213_153642513,knuck
20140213_153642833,knuck
20140213_153643204,knuck
20140213_153643946,knuck
20140213_153644266,knuck
20140213_153644519,knuck
20140213_153644789,knuck
20140213_153645076,knuck
20140213_153645405,pad
20140213_153646071,knuck
20140213_153646349,pad
20140213_153646653,knuck
20140213_153646950,pad
20140213_153647865,knuck
20140213_153649275,pad
20140213_153651145,pad
20140213_153651934,pad
20140213_153652674,pad
20140213_153653253,knuck
20140213_153653974,pad
20140213_153654714,knuck
20140213_153655233,pad
20140213_153656785,knuck
20140213_153657904,pad
20140213_153659293,knuck
20140213_153700054,pad
20140213_153701854,pad
20140213_153702494,knuck
20140213_153703165,knuck
20140213_153704044,pad
20140213_153704744,pad
20140213_153705294,knuck
20140213_153705914,knuck
20140213_153710083,pad
20140213_153710695,knuck
20140213_153711364,pad
20140213_153711964,knuck
20140213_153713024,knuck
20140213_153714174,pad
20140213_153714834,pad
20140213_153715474,knuck
20140213_153716124,pad
20140213_153716664,knuck
20140213_153717613,pad
20140213_153718324,knuck
20140213_153719514,pad
20140213_153721713,knuck
20140213_153722454,knuck
20140213_153728364,pad
20140213_153729475,knuck
20140213_153730464,pad
20140213_153731393,pad
20140213_153732054,knuck
20140213_153733204,knuck
20140213_153733815,pad
20140213_153734304,pad
20140213_153735114,knuck
20140213_153735894,knuck
20140213_153736544,knuck
20140213_153737453,pad
20140213_153738004,knuck
20140213_153738654,pad
20140213_153739243,knuck
20140213_153743465,knuck
20140213_153744943,pad
20140213_153745854,knuck
20140213_153745872,pad
20140213_153746414,knuck
20140213_153746973,knuck
20140213_153747514,knuck
20140213_153748724,knuck
20140213_153749344,pad
20140213_153749774,knuck
20140213_153750534,knuck
20140213_153751585,knuck
20140213_153752303,pad
20140213_153752754,pad
20140213_153753454,pad
20140213_153753964,pad
20140213_153754593,knuck
20140213_153755074,knuck
20140213_153755703,pad
20140213_153756184,knuck
20140213_153756775,pad
20140213_153757334,knuck
20140213_153758135,pad
20140213_153800984,knuck
20140213_153801685,pad
20140213_153802294,knuck
20140213_153803024,pad
20140213_153803544,knuck
20140213_153804433,knuck
20140213_153804885,knuck
20140213_153805484,pad
20140213_153806424,knuck
20140213_153806995,pad
20140213_153807484,knuck
20140213_153808234,pad
20140213_153808634,pad
20140213_153809245,knuck
20140213_153809704,knuck
20140213_153810224,pad
20140213_153810654,knuck
20140213_153811114,pad
20140213_153811533,pad
20140213_153812074,pad
20140213_153812564,knuck
20140213_153813354,knuck
20140213_153814004,pad
20140213_153814574,knuck
20140213_153816214,knuck
20140213_153816904,pad
20140213_153817444,pad
20140213_153818133,knuck
20140213_153818635,knuck
20140213_153819263,knuck
20140213_153819734,pad
20140213_153820204,knuck
20140213_153820723,knuck
20140213_153818812,pad
20140213_153819179,knuck
20140213_153819503,pad
20140213_153819903,knuck
20140213_153820235,pad
20140213_153820789,pad
20140213_153821266,pad
20140213_153821479,pad
20140213_153821735,knuck
20140213_153821991,knuck
20140213_153822801,knuck
20140213_153823132,knuck
20140213_153823711,pad
20140213_153824087,pad
20140213_153824324,knuck
20140213_153824598,pad
20140213_153824904,knuck
20140213_153825194,pad
20140213_153825501,pad
20140213_153825688,knuck
20140213_153826378,pad
20140213_153826616,pad
20140213_153826837,pad
20140213_153827085,pad
20140213_153827375,pad
20140213_153827792,pad
20140213_153828125,pad
20140213_153828398,pad
20140213_153828670,knuck
20140213_153829062,knuck
20140213_153829880,pad
20140213_153830101,pad
20140213_153830324,pad
20140213_153830595,pad
20140213_153830809,pad
20140213_153831005,pad
20140213_153831337,pad
20140213_153831849,pad
20140213_153832122,knuck
20140213_153832410,knuck
20140213_153833074,pad
20140213_153833323,pad
20140213_153833612,knuck
20140213_153833902,pad
20140213_153834124,knuck
20140213_153834362,pad
20140213_153834585,knuck
20140213_153834814,pad
20140213_153835265,knuck
20140213_153835827,knuck
20140213_153836581,knuck
20140213_153837012,knuck
20140213_153837652,pad
20140213_153838543,knuck
20140213_153839512,pad
20140213_153840302,pad
20140213_153841032,knuck
20140213_153841451,knuck
20140213_153841833,knuck
20140213_153842331,knuck
20140213_153843292,pad
20140213_153844143,knuck
20140213_153844761,knuck
20140213_153845212,knuck
20140213_153845721,knuck
20140213_153846273,knuck
20140213_153846703,pad
20140213_153847262,pad
20140213_153848201,pad
20140213_153848622,pad
20140213_153849572,pad
20140213_153849982,pad
20140213_153850362,pad
20140213_153850952,pad
20140213_153851872,pad
20140213_153852433,knuck
20140213_153853012,pad
20140213_153853593,pad
20140213_153854192,pad
20140213_153854742,knuck
20140213_153855882,pad
20140213_153856591,pad
20140213_153857432,pad
20140213_153857893,knuck
20140213_153858854,knuck
20140213_153859602,knuck
20140213_153900181,pad
20140213_153900782,knuck
20140213_153901823,knuck
20140213_153902292,knuck
20140213_153903301,knuck
20140213_153904102,pad
20140213_153904703,knuck
20140213_153905352,pad
20140213_153905872,knuck
20140213_153906221,knuck
20140213_153906741,knuck
20140213_153907172,pad
20140213_153907782,pad
20140213_153908371,knuck
20140213_153909981,knuck
20140213_153910503,knuck
20140213_153910873,pad
20140213_153911412,knuck
20140213_153911812,pad
20140213_153912263,pad
20140213_153912693,knuck
20140213_153913212,pad
20140213_153913663,knuck
20140213_153914092,pad
20140213_153914512,pad
20140213_153914963,pad
20140213_153915383,pad
20140213_153916461,knuck
20140213_153917002,pad
20140213_153917973,knuck
20140213_153918562,knuck
20140213_153919062,pad
20140213_153919591,pad
20140213_153920112,knuck
20140213_153920592,pad
20140213_153921083,knuck
20140213_153921562,knuck
20140213_153922003,knuck
20140213_153922503,pad
20140213_153922992,knuck
20140213_153923452,pad
20140213_153923962,knuck
20140213_153924372,knuck
20140213_153924921,knuck
20140213_153925352,knuck
20140213_153925841,knuck
20140213_153926273,pad
20140213_153926702,knuck
20140213_153927111,pad
20140213_153927581,knuck
20140213_153928053,pad
20140213_153928502,knuck
20140213_153928913,pad
20140213_153929382,knuck
20140213_153929822,knuck
20140213_153930272,knuck
20140213_153930752,pad
20140213_153931281,knuck
20140213_153931713,knuck
20140213_153932151,pad
20140213_153932593,pad
20140213_153933081,pad
20140213_153933582,knuck
20140213_153934042,pad
20140213_153934492,knuck
20140213_153934993,knuck
20140213_153935452,pad
20140213_153935982,knuck
20140213_153936452,knuck
20140213_153936922,pad
20140213_154317438,pad
20140213_154318077,knuck
20140213_154318435,knuck
20140213_154318768,pad
20140213_154319091,knuck
20140213_154319382,knuck
20140213_154319697,knuck
20140213_154320209,knuck
20140213_154320516,pad
20140213_154323428,knuck
20140213_154324111,pad
20140213_154324511,pad
20140213_154324801,pad
20140213_154325066,knuck
20140213_154325398,knuck
20140213_154325885,knuck
20140213_154326430,knuck
20140213_154326694,knuck
20140213_154327078,knuck
20140213_154327616,knuck
20140213_154328383,knuck
20140213_154328613,pad
20140213_154329125,knuck
20140213_154329500,knuck
20140213_154329773,pad
20140213_154330166,pad
20140213_154330557,pad
20140213_154331105,pad
20140213_154331530,knuck
20140213_154331990,pad
20140213_154332680,knuck
20140213_154332944,pad
20140213_154333251,pad
20140213_154333602,knuck
20140213_154333883,knuck
20140213_154334147,knuck
20140213_154334513,pad
20140213_154334778,pad
20140213_154335042,knuck
20140213_154335545,pad
20140213_154336252,knuck
20140213_154336491,pad
20140213_154336968,knuck
20140213_154337267,pad
20140213_154337481,pad
20140213_154338163,pad
20140213_154338589,pad
20140213_154339084,knuck
20140213_154339494,pad
20140213_154339767,pad
20140213_154341712,knuck
20140213_154342352,knuck
20140213_154343013,pad
20140213_154343972,pad
20140213_154344882,pad
20140213_154345732,knuck
20140213_154346814,pad
20140213_154347643,knuck
20140213_154348771,knuck
20140213_154349731,knuck
20140213_154350682,knuck
20140213_154351373,knuck
20140213_154352381,pad
20140213_154353072,pad
20140213_154353702,knuck
20140213_154354592,knuck
20140213_154355331,knuck
20140213_154356193,pad
20140213_154357023,pad
20140213_154357873,knuck
20140213_154359023,pad
20140213_154359881,pad
20140213_154400593,pad
20140213_154401232,pad
20140213_154402382,pad
20140213_154404221,knuck
20140213_154404841,knuck
20140213_154405971,knuck
20140213_154406572,knuck
20140213_154407332,pad
20140213_154408641,pad
20140213_154409502,knuck
20140213_154410152,pad
20140213_154410952,knuck
20140213_154411482,knuck
20140213_154412382,knuck
20140213_154412991,knuck
20140213_154413692,knuck
20140213_154414281,knuck
20140213_154414832,knuck
20140213_154415832,pad
20140213_154416391,pad
20140213_154417382,pad
20140213_154417962,knuck
20140213_154418512,knuck
20140213_154418952,pad
20140213_154419493,knuck
20140213_154420032,knuck
20140213_154420803,knuck
20140213_154421252,pad
20140213_154422632,knuck
20140213_154423152,pad
20140213_154423601,pad
20140213_154424053,knuck
20140213_154424452,knuck
20140213_154424972,pad
20140213_154425372,knuck
20140213_154425782,pad
20140213_154426202,pad
20140213_154426712,pad
20140213_154427152,pad
20140213_154427642,pad
20140213_154428092,pad
20140213_154428513,knuck
20140213_154428911,pad
20140213_154429332,knuck
20140213_154429752,pad
20140213_154430182,knuck
20140213_154430623,knuck
20140213_154431152,knuck
20140213_154431602,knuck
20140213_154432183,knuck
20140213_154432631,knuck
20140213_154433112,knuck
20140213_154433532,knuck
20140213_154433991,knuck
20140213_154434853,knuck
20140213_154435292,knuck
20140213_154435672,knuck
20140213_154436092,knuck
20140213_154436471,pad
20140213_154436902,knuck
20140213_154437281,pad
20140213_154437851,pad
20140213_154438302,knuck
20140213_154438812,knuck
20140213_154439212,pad
20140213_154439833,pad
20140213_154440262,pad
20140213_154440762,pad
20140213_154441233,knuck
20140213_154441642,knuck
20140213_154442082,knuck
20140213_154442622,knuck
20140213_154443092,pad
20140213_154443572,knuck
20140213_154444071,knuck
20140213_154444512,pad
20140213_154444922,knuck
20140213_154445382,pad
20140213_154445832,knuck
20140213_154446352,knuck
20140213_154446772,knuck
20140213_154447282,knuck
20140213_154447713,knuck
20140213_154448183,pad
20140213_163439070,knuck
20140213_163439504,knuck
20140213_163439870,pad
20140213_163440338,knuck
20140213_163440746,knuck
20140213_163441010,knuck
20140213_163441274,knuck
20140213_163441495,knuck
20140213_163441728,pad
20140213_163441923,knuck
20140213_163442690,pad
20140213_163443183,pad
20140213_163443413,knuck
20140213_163443710,knuck
20140213_163443950,pad
20140213_163444205,pad
20140213_163444376,knuck
20140213_163444563,pad
20140213_163444768,pad
20140213_163444999,knuck
20140213_163445859,knuck
20140213_163446045,pad
20140213_163446258,knuck
20140213_163446498,pad
20140213_163446752,pad
20140213_163447144,pad
20140213_163447367,knuck
20140213_163447579,knuck
20140213_163447784,knuck
20140213_163447980,pad
20140213_163448670,pad
20140213_163448892,pad
20140213_163449098,knuck
20140213_163449327,pad
20140213_163449548,knuck
20140213_163449805,knuck
20140213_163450000,pad
20140213_163450436,pad
20140213_163450632,pad
20140213_163450915,knuck
20140213_163451697,knuck
20140213_163451902,pad
20140213_163452132,knuck
20140213_163452328,pad
20140213_163452594,knuck
20140213_163452831,knuck
20140213_163453062,knuck
20140213_163453283,pad
20140213_163453530,pad
20140213_163453845,knuck
20140213_163454762,pad
20140213_163455212,knuck
20140213_163455802,pad
20140213_163456401,knuck
20140213_163456812,knuck
20140213_163457552,knuck
20140213_163458002,knuck
20140213_163458451,knuck
20140213_163458931,pad
20140213_163459403,pad
20140213_163500372,knuck
20140213_163501002,pad
20140213_163501382,knuck
20140213_163501993,pad
20140213_163503042,knuck
20140213_163503622,knuck
20140213_163504271,knuck
20140213_163504871,knuck
20140213_163505602,knuck
20140213_163506162,knuck
20140213_163507052,knuck
20140213_163507722,knuck
20140213_163508181,knuck
20140213_163508752,knuck
20140213_163509302,pad
20140213_163510143,knuck
20140213_163510652,pad
20140213_163511172,pad
20140213_163511642,knuck
20140213_163512462,knuck
20140213_163513392,pad
20140213_163513802,knuck
20140213_163514312,knuck
20140213_163514712,pad
20140213_163515102,knuck
20140213_163516032,knuck
20140213_163516651,knuck
20140213_163517132,pad
20140213_163517622,pad
20140213_163518061,pad
20140213_163518992,knuck
20140213_163519452,pad
20140213_163519941,pad
20140213_163520562,knuck
20140213_163521131,knuck
20140213_163521582,knuck
20140213_163522092,knuck
20140213_163522501,pad
20140213_163522952,knuck
20140213_163523411,knuck
20140213_163524492,knuck
20140213_163524993,knuck
20140213_163525272,pad
20140213_163525531,knuck
20140213_163525841,knuck
20140213_163526182,knuck
20140213_163526422,pad
20140213_163526712,pad
20140213_163526922,pad
20140213_163527113,knuck
20140213_163527352,pad
20140213_163527592,knuck
20140213_163527832,knuck
20140213_163528053,pad
20140213_163528472,pad
20140213_163528721,pad
20140213_163528932,knuck
20140213_163529171,knuck
20140213_163529392,pad
20140213_163529843,knuck
20140213_163530342,knuck
20140213_163530762,knuck
20140213_163531012,knuck
20140213_163531261,pad
20140213_163531483,knuck
20140213_163531692,knuck
20140213_163532102,knuck
20140213_163532562,pad
20140213_163534691,pad
20140213_163535432,pad
20140213_163536752,knuck
20140213_163537335,pad
20140213_163537832,pad
20140213_163538371,knuck
20140213_163538781,pad
20140213_163539542,knuck
20140213_163539913,knuck
20140213_163540282,pad
20140213_163540642,knuck
20140213_163541072,pad
20140213_163541432,pad
20140213_163541942,pad
20140213_163542452,knuck
20140213_163543061,knuck
20140213_163543433,pad
20140213_163543932,knuck
20140213_163544433,knuck
20140213_163544752,pad
20140213_163545151,pad
20140213_163545671,knuck
20140213_163546332,pad
20140213_163546872,pad
20140213_163547253,knuck
20140213_163547873,knuck
20140213_163548242,knuck
20140213_163548633,knuck
20140213_163600936,pad
20140213_163601533,knuck
20140213_163601984,knuck
20140213_163602581,knuck
20140213_163603031,knuck
20140213_163603483,pad
20140213_163603841,knuck
20140213_163604335,knuck
20140213_163604862,pad
20140213_163605170,pad
20140213_163606029,pad
20140213_163606481,knuck
20140213_163606847,knuck
20140213_163607264,knuck
20140213_163607801,pad
20140213_163608218,pad
20140213_163608661,knuck
20140213_163608968,pad
20140213_163609387,pad
20140213_163609760,pad
20140213_163611046,knuck
20140213_163611548,pad
20140213_163612050,knuck
20140213_163612382,pad
20140213_163612765,knuck
20140213_163613106,pad
20140213_163613668,knuck
20140213_163614103,pad
20140213_163614588,knuck
20140213_163615218,knuck
20140213_163617966,knuck
20140213_163618400,knuck
20140213_163619040,knuck
20140213_163619541,pad
20140213_163619951,knuck
20140213_163620317,pad
20140213_163620760,pad
20140213_163621092,knuck
20140213_163621499,knuck
20140213_163621874,pad
20140213_163627568,knuck
20140213_163628044,pad
20140213_163628445,knuck
20140213_163628811,knuck
20140213_163629262,knuck
20140213_163629662,pad
20140213_163630088,pad
20140213_163630812,knuck
20140213_163631221,pad
20140213_163631663,knuck
20140213_163632731,knuck
20140213_163633341,knuck
20140213_163634092,pad
20140213_163634642,pad
20140213_163635293,knuck
20140213_163635732,knuck
20140213_163636342,pad
20140213_163636932,knuck
20140213_163637532,knuck
20140213_163638143,knuck
20140213_163639143,knuck
20140213_163640321,pad
20140213_163641053,pad
20140213_163641742,pad
20140213_163642362,pad
20140213_163642901,pad
20140213_163643471,knuck
20140213_163644042,knuck
20140213_163644682,pad
20140213_163645681,knuck
20140213_163646702,pad
20140213_163647832,pad
20140213_163648951,pad
20140213_163649701,knuck
20140213_163650282,knuck
20140213_163651062,pad
20140213_163651471,knuck
20140213_163652212,knuck
20140213_163652762,pad
20140213_163653312,knuck
20140213_163655541,pad
20140213_163656172,knuck
20140213_163657002,knuck
20140213_163657711,knuck
20140213_163658302,knuck
20140213_163659832,pad
20140213_163701291,knuck
20140213_163702622,knuck
20140213_163705161,pad
20140213_163705972,pad
20140213_163712251,knuck
20140213_163713002,pad
20140213_163713782,pad
20140213_163714543,knuck
20140213_163715162,pad
20140213_163715983,knuck
20140213_163716442,pad
20140213_163716902,knuck
20140213_163717502,pad
20140213_163718041,pad
20140213_163720532,pad
20140213_163721922,knuck
20140213_163722472,knuck
20140213_163723013,pad
20140213_163723362,knuck
20140213_163723722,pad
20140213_163724072,knuck
20140213_163724402,knuck
20140213_163724681,knuck
20140213_163725062,knuck
20140213_163725353,pad
20140213_163725662,pad
20140213_163726021,knuck
20140213_163726482,pad
20140213_163726883,knuck
20140213_163727212,knuck
20140213_163727521,knuck
20140213_163727831,knuck
20140213_163728142,pad
